id,domain,base,variant_topic_fronting,variant_emphasis_shift,reference_en,bleu_base_vs_topic,bleu_base_vs_emph,bertscore_base_vs_topic,bertscore_base_vs_emph,comet_base_vs_topic,comet_base_vs_emph
423,household,bedroom ka curtain rod loose ho gaya,curtain rod loose ho gaya bedroom ka,loose ho gaya bedroom ka curtain rod,Bedroom curtain rod became loose,0.7071067811865478,0.5946035575013604,0.9270530343055725,0.94085294008255,,
424,household,balcony ka plant watering schedule miss hua,watering schedule miss hua balcony ka plant,miss hua balcony ka plant watering schedule,balcony ka plant watering schedule miss hua,0.5946035575013604,0.7071067811865478,0.923423171043396,0.9365736246109009,,
425,household,room ka dust accumulation noticeable lag raha,dust accumulation noticeable lag raha room ka,noticeable lag raha room ka dust accumulation,room ka dust accumulation noticeable lag raha,0.7071067811865478,0.5946035575013604,0.9332664012908936,0.9414552450180054,,
426,education,study ka revision plan weekend pe banana,revision plan weekend pe banana study ka,banana study ka revision plan weekend pe,you study revision plan weekend pe banana,0.7071067811865478,0.8408964152537145,0.9269341230392456,0.9455023407936096,,
427,education,lecture ka attendance sheet late circulate hua,attendance sheet late circulate hua lecture ka,late circulate hua lecture ka attendance sheet,lecture ka attendance sheet late circulate hua,0.7071067811865478,0.5946035575013604,0.9297325015068054,0.928941547870636,,
428,education,course ka reading list lengthy lag raha,reading list lengthy lag raha course ka,lengthy lag raha course ka reading list,course ka reading list lengthy lag raha,0.7071067811865478,0.5946035575013604,0.9373685121536255,0.946671187877655,,
429,education,assignment ka grading rubric clear tha,grading rubric clear tha assignment ka,clear tha assignment ka grading rubric,assignment ka grading rubric clear tha,0.6042750794713535,0.6042750794713535,0.9148098230361938,0.9316376447677612,,
430,education,exam ka invigilation process smooth raha,invigilation process smooth raha exam ka,smooth raha exam ka invigilation process,exam ka invigilation process smooth raha,0.6042750794713535,0.6042750794713535,0.914328932762146,0.935967206954956,,
431,education,syllabus ka overlap thoda confusing laga,overlap thoda confusing laga syllabus ka,confusing laga syllabus ka overlap thoda,syllabus ka overlap thoda confusing laga,0.6042750794713535,0.6042750794713535,0.9171331524848938,0.9265873432159424,,
432,education,practical ka evaluation criteria strict tha,evaluation criteria strict tha practical ka,strict tha practical ka evaluation criteria,practical ka evaluation criteria strict tha,0.6042750794713535,0.6042750794713535,0.9143320322036743,0.9239306449890137,,
433,education,tutorial ka doubt clearing session helpful raha,doubt clearing session helpful raha tutorial ka,helpful raha tutorial ka doubt clearing session,tutorial ka doubt clearing session helpful raha,0.7071067811865478,0.7071067811865478,0.9427046179771423,0.941476583480835,,
434,education,notes ka diagram explanation clear tha,diagram explanation clear tha notes ka,clear tha notes ka diagram explanation,notes ka diagram explanation clear tha,0.6042750794713535,0.6042750794713535,0.9126701951026917,0.9194275736808777,,
435,education,online class ka audio occasionally break ho raha,audio occasionally break ho raha online class ka,occasionally break ho raha online class ka audio,online class ka audio occasionally break ho raha,0.6914415692838819,0.6914415692838819,0.9396623373031616,0.9390120506286621,,
436,household,neighbour ka dog barking raat me zyada hota,dog barking raat me zyada hota neighbour ka,zyada hota neighbour ka dog barking raat me,Neighbor's dog barks more at night,0.7652058832556893,0.7652058832556893,0.9427502155303955,0.8678211569786072,,
437,household,society ka lift maintenance due ho gaya,lift maintenance due ho gaya society ka,due ho gaya society ka lift maintenance,Society's lift maintenance became due,0.7071067811865478,0.5946035575013604,0.9403912425041199,0.9408562779426575,,
438,household,water ka pressure subah kam hota,pressure subah kam hota water ka,kam hota water ka pressure subah,water pressure is less in the morning,0.6042750794713535,0.6042750794713535,0.9430996775627136,0.9287766814231873,,
439,household,electricity ka outage notice pehle aaya,outage notice pehle aaya electricity ka,pehle aaya electricity ka outage notice,Electricity outage notice came first,0.6042750794713535,0.6042750794713535,0.9429338574409485,0.9116764068603516,,
440,household,flat ka paint shade slightly dull laga,paint shade slightly dull laga flat ka,slightly dull laga flat ka paint shade,flat ka paint shade slightly dull laga,0.7071067811865478,0.5946035575013604,0.9408318996429443,0.9193877577781677,,
441,household,door ka bell sound faint ho gaya,bell sound faint ho gaya door ka,faint ho gaya door ka bell sound,The distant bell sound has become faint,0.7071067811865478,0.5946035575013604,0.9360645413398743,0.9367583394050598,,
442,household,laundry ka washing cycle longer laga,washing cycle longer laga laundry ka,longer laga laundry ka washing cycle,laundry ka washing cycle longer laga,0.6042750794713535,0.6042750794713535,0.9258699417114258,0.9276213645935059,,
443,household,garbage ka pickup schedule miss hua,pickup schedule miss hua garbage ka,miss hua garbage ka pickup schedule,garbage ka pickup schedule miss hua,0.6042750794713535,0.6042750794713535,0.9254842400550842,0.9196924567222595,,
444,digital,app ka dark mode preference save nahi hua,dark mode preference save nahi hua app ka,save nahi hua app ka dark mode preference,app ka dark mode preference save nahi hua,0.7652058832556893,0.6914415692838819,0.9552839994430542,0.9438456892967224,,
445,digital,website ka login captcha repeatedly fail ho raha,login captcha repeatedly fail ho raha website ka,repeatedly fail ho raha website ka login captcha,website ka login captcha repeatedly fail ho raha,0.7652058832556893,0.6914415692838819,0.9498578310012817,0.9425172805786133,,
446,digital,phone ka software update overnight install hua,software update overnight install hua phone ka,overnight install hua phone ka software update,phone ka software update overnight install hua,0.7071067811865478,0.5946035575013604,0.947167694568634,0.9298035502433777,,
447,digital,app ka logout issue security risk lag raha,logout issue security risk lag raha app ka,security risk lag raha app ka logout issue,Logout issue of the app seems to be a security risk.,0.7652058832556893,0.6914415692838819,0.9386417865753174,0.9432038068771362,,
448,digital,browser ka bookmark folder accidentally delete hua,bookmark folder accidentally delete hua browser ka,accidentally delete hua browser ka bookmark folder,browser ka bookmark folder accidentally delete hua,0.7071067811865478,0.5946035575013604,0.9515702128410339,0.9396600723266602,,
449,digital,system ka auto sleep feature annoying lag raha,auto sleep feature annoying lag raha system ka,annoying lag raha system ka auto sleep feature,system ka auto sleep feature annoying lag raha,0.7652058832556893,0.6914415692838819,0.9464564323425293,0.9494107961654663,,
450,digital,mobile data ka usage spike achanak aaya,usage spike achanak aaya mobile data ka,achanak aaya mobile data ka usage spike,Mobile data usage spike came suddenly,0.5946035575013604,0.7071067811865478,0.948280394077301,0.9299124479293823,,
451,education,lecture ka assignment submission portal open hua,assignment submission portal open hua lecture ka,open hua lecture ka assignment submission portal,lecture ka assignment submission portal open hua,0.7071067811865478,0.7071067811865478,0.9410557746887207,0.9403234124183655,,
452,education,exam ka seating arrangement notice late aaya,seating arrangement notice late aaya exam ka,late aaya exam ka seating arrangement notice,exam ka seating arrangement notice late aaya,0.7071067811865478,0.7071067811865478,0.9257944822311401,0.9273477792739868,,
453,education,course ka prerequisite document clearly mention tha,prerequisite document clearly mention tha course ka,clearly mention tha course ka prerequisite document,course ka prerequisite document clearly mention tha,0.7071067811865478,0.5946035575013604,0.9260315299034119,0.9195252060890198,,
454,education,tutorial ka practice sheet helpful lagi,practice sheet helpful lagi tutorial ka,helpful lagi tutorial ka practice sheet,tutorial ka practice sheet helpful lagi,0.6042750794713535,0.6042750794713535,0.9294137358665466,0.9431837201118469,,
455,education,lab ka safety instruction board visible nahi,safety instruction board visible nahi lab ka,visible nahi lab ka safety instruction board,lab ka safety instruction board visible nahi,0.7071067811865478,0.7071067811865478,0.9306938052177429,0.9416679739952087,,
456,education,syllabus ka mid semester split balanced laga,mid semester split balanced laga syllabus ka,balanced laga syllabus ka mid semester split,syllabus ka mid semester split balanced laga,0.7071067811865478,0.7071067811865478,0.926929235458374,0.9281039834022522,,
457,education,project ka evaluation panel external tha,evaluation panel external tha project ka,external tha project ka evaluation panel,project ka evaluation panel external tha,0.6042750794713535,0.6042750794713535,0.9174139499664307,0.923018753528595,,
458,education,seminar ka attendance mandatory mention hua,attendance mandatory mention hua seminar ka,mandatory mention hua seminar ka attendance,seminar ka attendance mandatory mention hua,0.6042750794713535,0.5081327481546147,0.9202229976654053,0.9216075539588928,,
459,education,online quiz ka timer unexpectedly reset hua,quiz ka timer unexpectedly reset hua online,unexpectedly reset hua online quiz ka timer,online quiz ka timer unexpectedly reset hua,0.8408964152537145,0.5946035575013604,0.9512620568275452,0.9444079995155334,,
460,education,class ka participation score calculate hoga,participation score calculate hoga class ka,calculate hoga class ka participation score,class ka participation score calculate hoga,0.6042750794713535,0.6042750794713535,0.9309014081954956,0.9442724585533142,,
461,household,society ka security guard shift change hua,security guard shift change hua society ka,shift change hua society ka security guard,society ka security guard shift change hua,0.7071067811865478,0.5946035575013604,0.9407522082328796,0.9271957278251648,,
462,household,building ka fire drill notice circulate hua,fire drill notice circulate hua building ka,circulate hua building ka fire drill notice,building ka fire drill notice circulate hua,0.7071067811865478,0.7071067811865478,0.9299306273460388,0.9463010430335999,,
463,household,parking ka visitor entry register missing tha,visitor entry register missing tha parking ka,missing tha parking ka visitor entry register,parking ka visitor entry register missing tha,0.7071067811865478,0.7071067811865478,0.9073398113250732,0.9312342405319214,,
464,household,water tank ka cleaning schedule announced hua,cleaning schedule announced hua water tank ka,announced hua water tank ka cleaning schedule,water tank ka cleaning schedule announced hua,0.5946035575013604,0.7071067811865478,0.9286198019981384,0.9258254766464233,,
465,household,apartment ka maintenance bill generate hua,maintenance bill generate hua apartment ka,generate hua apartment ka maintenance bill,apartment ka maintenance bill generate hua,0.6042750794713535,0.6042750794713535,0.9370719790458679,0.9385979175567627,,
466,household,staircase ka emergency light working nahi,emergency light working nahi staircase ka,working nahi staircase ka emergency light,staircase ka emergency light working nahi,0.6042750794713535,0.6042750794713535,0.931370735168457,0.9291902780532837,,
467,household,gate ka access card temporarily deactivate hua,access card temporarily deactivate hua gate ka,temporarily deactivate hua gate ka access card,gate ka access card temporarily deactivate hua,0.7071067811865478,0.5946035575013604,0.9489367008209229,0.937398374080658,,
468,household,elevator ka weight sensor malfunction kar raha,weight sensor malfunction kar raha elevator ka,malfunction kar raha elevator ka weight sensor,elevator ka weight sensor malfunction kar raha,0.7071067811865478,0.5946035575013604,0.9467560648918152,0.9372646808624268,,
469,household,corridor ka lighting level insufficient laga,lighting level insufficient laga corridor ka,insufficient laga corridor ka lighting level,corridor ka lighting level insufficient laga,0.6042750794713535,0.6042750794713535,0.9177278876304626,0.9280899167060852,,
470,household,water purifier ka filter replacement due hai,filter replacement due hai water purifier ka,due hai water purifier ka filter replacement,water purifier ka filter replacement due hai,0.5946035575013604,0.7071067811865478,0.9275540113449097,0.9285230040550232,,
471,digital,music app ka equalizer preset change hua,equalizer preset change hua music app ka,change hua music app ka equalizer preset,music app ka equalizer preset change hua,0.5946035575013604,0.7071067811865478,0.9277448654174805,0.9339461922645569,,
472,digital,cloud storage ka sync delay noticeable tha,sync delay noticeable tha cloud storage ka,noticeable tha cloud storage ka sync delay,cloud storage ka sync delay noticeable tha,0.5946035575013604,0.7071067811865478,0.9341086745262146,0.9371822476387024,,
473,digital,browser ka extension update automatically install hua,extension update automatically install hua browser ka,automatically install hua browser ka extension update,browser ka extension update automatically install hua,0.7071067811865478,0.5946035575013604,0.9423406720161438,0.925931990146637,,
474,digital,phone ka screen calibration off lag raha,screen calibration off lag raha phone ka,off lag raha phone ka screen calibration,phone ka screen calibration off lag raha,0.7071067811865478,0.5946035575013604,0.9520168900489807,0.9355175495147705,,
475,digital,system ka startup time noticeably increase hua,startup time noticeably increase hua system ka,noticeably increase hua system ka startup time,system ka startup time noticeably increase hua,0.7071067811865478,0.5946035575013604,0.9281555414199829,0.9252238273620605,,
476,education,exam ka result announcement date shift ho gaya,result announcement date shift ho gaya exam ka,shift ho gaya exam ka result announcement date,exam ka result announcement date shift ho gaya,0.7652058832556893,0.6914415692838819,0.9502928853034973,0.938352108001709,,
477,education,course ka feedback form anonymous raha,feedback form anonymous raha course ka,anonymous raha course ka feedback form,course ka feedback form anonymous raha,0.6042750794713535,0.6042750794713535,0.9268191456794739,0.932013988494873,,
478,education,lecture ka slide deck revised version upload hua,slide deck revised version upload hua lecture ka,revised version upload hua lecture ka slide deck,lecture ka slide deck revised version upload hua,0.7652058832556893,0.6914415692838819,0.9455873966217041,0.9374850392341614,,
479,education,lab ka experiment procedure clearly document tha,experiment procedure clearly document tha lab ka,clearly document tha lab ka experiment procedure,lab ka experiment procedure clearly document tha,0.7071067811865478,0.5946035575013604,0.9338271617889404,0.9369348287582397,,
480,education,assignment ka late penalty policy strict hai,late penalty policy strict hai assignment ka,strict hai assignment ka late penalty policy,assignment ka late penalty policy strict hai,0.7071067811865478,0.7071067811865478,0.9400607347488403,0.9314942359924316,,
481,household,apartment ka water leakage complaint register hua,water leakage complaint register hua apartment ka,register hua apartment ka water leakage complaint,apartment ka water leakage complaint register hua,0.7071067811865478,0.7071067811865478,0.9382808208465576,0.939723551273346,,
482,household,society ka CCTV footage access restricted hai,CCTV footage access restricted hai society ka,restricted hai society ka CCTV footage access,society ka CCTV footage access restricted hai,0.7071067811865478,0.7071067811865478,0.9458523392677307,0.92808997631073,,
483,household,parking ka reserved slot clearly mark nahi tha,reserved slot clearly mark nahi tha parking ka,clearly mark nahi tha parking ka reserved slot,parking ka reserved slot clearly mark nahi tha,0.7652058832556893,0.6914415692838819,0.9310869574546814,0.9256014227867126,,
484,household,power backup ka battery health degrade ho raha,battery health degrade ho raha power backup ka,degrade ho raha power backup ka battery health,power backup is the health area of,0.6914415692838819,0.6914415692838819,0.9424650073051453,0.9465569853782654,,
485,household,house ka renovation timeline extend ho gaya,renovation timeline extend ho gaya house ka,extend ho gaya house ka renovation timeline,House renovation timeline extended,0.7071067811865478,0.5946035575013604,0.9470116496086121,0.9402542114257812,,
486,work,team ka sprint planning session productive raha,sprint planning session productive raha team ka,productive raha team ka sprint planning session,team ka sprint planning session productive raha,0.7071067811865478,0.7071067811865478,0.9471330046653748,0.9479166269302368,,
487,work,project ka risk assessment document update hua,risk assessment document update hua project ka,update hua project ka risk assessment document,project ka risk assessment document update hua,0.7071067811865478,0.7071067811865478,0.9422428011894226,0.9416217803955078,,
488,work,meeting ka minutes shared folder me upload hua,minutes shared folder me upload hua meeting ka,upload hua meeting ka minutes shared folder me,meeting ka minutes shared folder me upload hua,0.7652058832556893,0.7652058832556893,0.9326249957084656,0.9160664081573486,,
489,work,client ka approval mail officially receive hua,approval mail officially receive hua client ka,officially receive hua client ka approval mail,client ka approval mail officially receive hua,0.7071067811865478,0.5946035575013604,0.9436623454093933,0.9232797622680664,,
490,work,work ka knowledge transfer session scheduled hai,knowledge transfer session scheduled hai work ka,scheduled hai work ka knowledge transfer session,work ka knowledge transfer session scheduled hai,0.7071067811865478,0.7071067811865478,0.9327618479728699,0.9314675331115723,,
491,social,friends ka weekend outing plan finalize hua,weekend outing plan finalize hua friends ka,finalize hua friends ka weekend outing plan,friends ka weekend outing plan finalize hua,0.7071067811865478,0.7071067811865478,0.9456580877304077,0.9225510954856873,,
492,social,group chat ka message tone misunderstanding cause bana,message tone misunderstanding cause bana group chat ka,misunderstanding cause bana group chat ka message tone,group chat ka message tone misunderstanding cause bana,0.6914415692838819,0.6914415692838819,0.9504677653312683,0.9304724931716919,,
493,social,event ka dress code informal mention tha,dress code informal mention tha event ka,informal mention tha event ka dress code,event ka dress code informal mention tha,0.7071067811865478,0.5946035575013604,0.8850582242012024,0.9230549931526184,,
494,social,call ka audio delay awkward laga,audio delay awkward laga call ka,awkward laga call ka audio delay,call from audio delay awkward,0.6042750794713535,0.6042750794713535,0.9247477054595947,0.9323834776878357,,
495,social,conversation ka closure politely handle hua,closure politely handle hua conversation ka,politely handle hua conversation ka closure,conversation ka closure politely handle hua,0.6042750794713535,0.5081327481546147,0.9200568795204163,0.922980785369873,,
496,travel,travel ka emergency contact list ready rakhna,emergency contact list ready rakhna travel ka,ready rakhna travel ka emergency contact list,travel ka emergency contact list ready rakhna,0.7071067811865478,0.7071067811865478,0.9479912519454956,0.9415736794471741,,
497,travel,journey ka luggage tag number mismatch nikla,luggage tag number mismatch nikla journey ka,mismatch nikla journey ka luggage tag number,journey ka luggage tag number mismatch nikla,0.7071067811865478,0.7071067811865478,0.9442844986915588,0.9459069967269897,,
498,travel,airport ka security check process systematic laga,security check process systematic laga airport ka,systematic laga airport ka security check process,airport ka security check process systematic laga,0.7071067811865478,0.7071067811865478,0.9402037262916565,0.9422973394393921,,
499,travel,trip ka budget estimation accurate prove hua,budget estimation accurate prove hua trip ka,accurate prove hua trip ka budget estimation,trip ka budget estimation accurate prove hua,0.7071067811865478,0.5946035575013604,0.9340512156486511,0.9198969006538391,,
500,travel,travel ka post trip survey short aur simple tha,post trip survey short aur simple tha travel ka,short aur simple tha travel ka post trip survey,Travel's post trip survey was short and simple,0.8034284189446523,0.7476743906106104,0.9370127320289612,0.9411969184875488,,
